revenue_id,customer_id,subscription_id,revenue_date,gross_revenue,discount,refund,net_revenue,revenue_type
REV100310,CUST1026,SUB10010,2023-12-28,149.0,0.0,0.0,149.0,Recurring
REV100311,CUST1026,SUB10010,2024-01-28,149.0,0.0,0.0,149.0,Recurring
REV100312,CUST1026,SUB10010,2024-02-28,149.0,0.0,0.0,149.0,Recurring
REV100313,CUST1026,SUB10010,2024-03-28,149.0,7.45,0.0,141.55,Recurring
REV100314,CUST1026,SUB10010,2024-04-28,149.0,7.45,0.0,141.55,Recurring
REV100315,CUST1026,SUB10010,2024-05-28,149.0,0.0,0.0,149.0,Recurring
REV100316,CUST1026,SUB10010,2024-06-28,149.0,0.0,0.0,149.0,Recurring
REV100317,CUST1026,SUB10010,2024-07-28,149.0,0.0,0.0,149.0,Recurring
REV100318,CUST1026,SUB10010,2024-08-28,149.0,7.45,0.0,141.55,Recurring
REV100319,CUST1026,SUB10010,2024-09-28,149.0,0.0,0.0,149.0,Recurring
REV100320,CUST1026,SUB10010,2024-10-28,149.0,14.9,0.0,134.1,Recurring
REV100321,CUST1026,SUB10010,2024-11-28,149.0,7.45,0.0,141.55,Recurring
REV100322,CUST1026,SUB10010,2024-12-28,149.0,7.45,4.47,137.08,Recurring
REV100323,CUST1026,SUB10010,2025-01-28,149.0,0.0,0.0,149.0,Recurring
REV100324,CUST1026,SUB10010,2025-02-28,149.0,14.9,0.0,134.1,Recurring
REV100325,CUST1026,SUB10010,2025-03-28,149.0,0.0,0.0,149.0,Recurring
REV100326,CUST1026,SUB10010,2025-04-28,149.0,0.0,0.0,149.0,Recurring
REV100327,CUST1026,SUB10010,2025-05-28,149.0,14.9,0.0,134.1,Recurring
REV100328,CUST1026,SUB10010,2025-06-28,149.0,0.0,0.0,149.0,Recurring
REV100329,CUST1026,SUB10010,2025-07-28,149.0,0.0,0.0,149.0,Recurring
REV100330,CUST1026,SUB10010,2025-08-28,149.0,0.0,0.0,149.0,Recurring
REV100331,CUST1026,SUB10010,2025-09-28,149.0,0.0,0.0,149.0,Recurring
REV100332,CUST1026,SUB10010,2025-10-28,149.0,0.0,0.0,149.0,Recurring
REV100333,CUST1026,SUB10010,2025-11-28,149.0,0.0,0.0,149.0,Recurring
REV100334,CUST1026,SUB10010,2025-12-28,149.0,0.0,0.0,149.0,Recurring
REV100335,CUST1026,SUB10011,2023-09-19,40.83,0.0,0.0,40.83,New
REV100336,CUST1026,SUB10011,2023-10-19,40.83,0.0,0.0,40.83,Recurring
REV100337,CUST1026,SUB10011,2023-11-19,40.83,0.0,0.0,40.83,Recurring
REV100338,CUST1026,SUB10011,2023-12-19,40.83,0.0,0.0,40.83,Recurring
REV100339,CUST1026,SUB10011,2024-01-19,40.83,2.04,0.0,38.79,Recurring
REV100340,CUST1026,SUB10011,2024-02-19,40.83,4.08,0.0,36.75,Recurring
REV100341,CUST1026,SUB10011,2024-03-19,40.83,2.04,0.0,38.79,Recurring
REV100342,CUST1026,SUB10011,2024-04-19,40.83,4.08,0.0,36.75,Recurring
REV100343,CUST1026,SUB10011,2024-05-19,40.83,4.08,0.0,36.75,Recurring
REV100344,CUST1026,SUB10011,2024-06-19,40.83,0.0,0.0,40.83,Recurring
REV100345,CUST1026,SUB10011,2024-07-19,40.83,0.0,0.0,40.83,Recurring
REV100346,CUST1026,SUB10011,2024-08-19,40.83,0.0,0.0,40.83,Recurring
REV100347,CUST1026,SUB10011,2024-09-19,40.83,4.08,0.0,36.75,Recurring
REV100348,CUST1026,SUB10011,2024-10-19,40.83,4.08,0.0,36.75,Recurring
REV100349,CUST1026,SUB10011,2024-11-19,40.83,2.04,0.0,38.79,Recurring
REV100350,CUST1026,SUB10011,2024-12-19,40.83,0.0,0.0,40.83,Recurring
REV100351,CUST1026,SUB10011,2025-01-19,40.83,0.0,0.0,40.83,Recurring
REV100352,CUST1026,SUB10011,2025-02-19,40.83,0.0,0.0,40.83,Recurring
REV100353,CUST1026,SUB10011,2025-03-19,40.83,4.08,0.0,36.75,Recurring
REV100354,CUST1026,SUB10011,2025-04-19,40.83,4.08,0.0,36.75,Recurring
REV100355,CUST1026,SUB10011,2025-05-19,40.83,0.0,0.0,40.83,Recurring
REV100356,CUST1026,SUB10011,2025-06-19,40.83,4.08,0.0,36.75,Recurring
REV100357,CUST1026,SUB10011,2025-07-19,40.83,0.0,0.0,40.83,Recurring
REV100358,CUST1026,SUB10011,2025-08-19,40.83,4.08,0.0,36.75,Recurring
REV100359,CUST1026,SUB10011,2025-09-19,40.83,0.0,0.0,40.83,Recurring
REV100360,CUST1026,SUB10011,2025-10-19,40.83,0.0,0.0,40.83,Recurring
REV100361,CUST1026,SUB10011,2025-11-19,40.83,0.0,0.0,40.83,Recurring
REV100362,CUST1026,SUB10011,2025-12-19,40.83,0.0,0.0,40.83,Recurring
REV100363,CUST1032,SUB10012,2021-07-27,399.0,19.95,0.0,379.05,New
REV100364,CUST1032,SUB10012,2021-08-27,399.0,39.9,0.0,359.1,Recurring
REV100365,CUST1032,SUB10012,2021-09-27,399.0,0.0,0.0,399.0,Recurring
REV100366,CUST1032,SUB10012,2021-10-27,399.0,0.0,0.0,399.0,Recurring
REV100367,CUST1032,SUB10012,2021-11-27,399.0,0.0,0.0,399.0,Recurring
REV100368,CUST1032,SUB10012,2021-12-27,399.0,0.0,0.0,399.0,Recurring
REV100369,CUST1032,SUB10012,2022-01-27,399.0,0.0,0.0,399.0,Recurring
REV100370,CUST1032,SUB10012,2022-02-27,399.0,0.0,0.0,399.0,Recurring
REV100371,CUST1032,SUB10012,2022-03-27,399.0,19.95,0.0,379.05,Recurring
REV100372,CUST1032,SUB10012,2022-04-27,399.0,39.9,0.0,359.1,Recurring
REV100373,CUST1032,SUB10012,2022-05-27,399.0,0.0,0.0,399.0,Recurring
REV100374,CUST1032,SUB10012,2022-06-27,399.0,0.0,0.0,399.0,Recurring
REV100375,CUST1032,SUB10012,2022-07-27,399.0,0.0,0.0,399.0,Recurring
REV100376,CUST1032,SUB10012,2022-08-27,399.0,19.95,0.0,379.05,Recurring
REV100377,CUST1032,SUB10012,2022-09-27,399.0,0.0,0.0,399.0,Recurring
REV100378,CUST1032,SUB10012,2022-10-27,399.0,19.95,0.0,379.05,Recurring
REV100379,CUST1032,SUB10012,2022-11-27,399.0,0.0,0.0,399.0,Recurring
REV100380,CUST1032,SUB10012,2022-12-27,399.0,39.9,0.0,359.1,Recurring
REV100381,CUST1032,SUB10012,2023-01-27,399.0,19.95,0.0,379.05,Recurring
REV100382,CUST1032,SUB10012,2023-02-27,399.0,0.0,0.0,399.0,Recurring
REV100383,CUST1032,SUB10012,2023-03-27,399.0,0.0,0.0,399.0,Recurring
REV100384,CUST1032,SUB10012,2023-04-27,399.0,0.0,0.0,399.0,Recurring
REV100385,CUST1032,SUB10012,2023-05-27,399.0,19.95,0.0,379.05,Recurring
REV100386,CUST1032,SUB10012,2023-06-27,399.0,0.0,0.0,399.0,Recurring
REV100387,CUST1032,SUB10012,2023-07-27,399.0,0.0,0.0,399.0,Recurring
REV100388,CUST1032,SUB10013,2023-09-07,49.0,0.0,0.0,49.0,New
REV100389,CUST1032,SUB10013,2023-10-07,49.0,4.9,0.0,44.1,Recurring
REV100390,CUST1032,SUB10013,2023-11-07,49.0,4.9,0.0,44.1,Recurring
REV100391,CUST1032,SUB10013,2023-12-07,49.0,0.0,0.0,49.0,Recurring
REV100392,CUST1032,SUB10013,2024-01-07,49.0,4.9,0.0,44.1,Recurring
REV100393,CUST1032,SUB10013,2024-02-07,49.0,2.45,0.0,46.55,Recurring
REV100394,CUST1032,SUB10013,2024-03-07,49.0,0.0,0.0,49.0,Recurring
REV100395,CUST1032,SUB10013,2024-04-07,49.0,4.9,0.0,44.1,Recurring
REV100396,CUST1032,SUB10013,2024-05-07,49.0,0.0,0.0,49.0,Recurring
REV100397,CUST1032,SUB10013,2024-06-07,49.0,0.0,0.0,49.0,Recurring
REV100398,CUST1032,SUB10013,2024-07-07,49.0,0.0,0.0,49.0,Recurring
REV100399,CUST1032,SUB10013,2024-08-07,49.0,4.9,0.0,44.1,Recurring
REV100400,CUST1032,SUB10013,2024-09-07,49.0,2.45,0.0,46.55,Recurring
REV100401,CUST1032,SUB10013,2024-10-07,49.0,0.0,0.0,49.0,Recurring
REV100402,CUST1032,SUB10013,2024-11-07,49.0,2.45,0.0,46.55,Recurring
REV100403,CUST1032,SUB10013,2024-12-07,49.0,0.0,0.0,49.0,Recurring
REV100404,CUST1032,SUB10013,2025-01-07,49.0,4.9,0.0,44.1,Recurring
REV100405,CUST1032,SUB10013,2025-02-07,49.0,2.45,0.0,46.55,Recurring
REV100406,CUST1032,SUB10013,2025-03-07,49.0,2.45,0.0,46.55,Recurring
REV100407,CUST1032,SUB10013,2025-04-07,49.0,2.45,0.0,46.55,Recurring
REV100408,CUST1032,SUB10013,2025-05-07,49.0,0.0,0.0,49.0,Recurring
REV100409,CUST1032,SUB10013,2025-06-07,49.0,0.0,0.0,49.0,Recurring
REV100410,CUST1032,SUB10013,2025-07-07,49.0,0.0,0.0,49.0,Recurring
REV100411,CUST1032,SUB10013,2025-08-07,49.0,0.0,0.0,49.0,Recurring
REV100412,CUST1032,SUB10013,2025-09-07,49.0,0.0,0.0,49.0,Recurring
REV100413,CUST1032,SUB10013,2025-10-07,49.0,4.9,0.0,44.1,Recurring
REV100414,CUST1032,SUB10013,2025-11-07,49.0,0.0,0.0,49.0,Recurring
REV100415,CUST1032,SUB10013,2025-12-07,49.0,0.0,0.0,49.0,Recurring
REV100416,CUST1004,SUB10014,2021-07-26,332.5,33.25,0.0,299.25,New
REV100417,CUST1004,SUB10014,2021-08-26,332.5,16.62,0.0,315.88,Recurring
REV100418,CUST1004,SUB10014,2021-09-26,332.5,0.0,0.0,332.5,Recurring
REV100419,CUST1004,SUB10014,2021-10-26,332.5,0.0,0.0,332.5,Recurring
REV100420,CUST1004,SUB10014,2021-11-26,332.5,16.62,0.0,315.88,Recurring
REV100421,CUST1004,SUB10014,2021-12-26,332.5,33.25,0.0,299.25,Recurring
REV100422,CUST1004,SUB10014,2022-01-26,332.5,16.62,0.0,315.88,Recurring
REV100423,CUST1004,SUB10014,2022-02-26,332.5,0.0,0.0,332.5,Recurring
REV100424,CUST1004,SUB10014,2022-03-26,332.5,0.0,0.0,332.5,Recurring
REV100425,CUST1004,SUB10014,2022-04-26,332.5,0.0,0.0,332.5,Recurring
REV100426,CUST1004,SUB10014,2022-05-26,332.5,0.0,0.0,332.5,Recurring
REV100427,CUST1004,SUB10014,2022-06-26,332.5,16.62,0.0,315.88,Recurring
REV100428,CUST1004,SUB10014,2022-07-26,332.5,0.0,0.0,332.5,Recurring
REV100429,CUST1004,SUB10014,2022-08-26,332.5,16.62,0.0,315.88,Recurring
REV100430,CUST1004,SUB10014,2022-09-26,332.5,0.0,0.0,332.5,Recurring
REV100431,CUST1004,SUB10014,2022-10-26,332.5,0.0,0.0,332.5,Recurring
REV100432,CUST1004,SUB10014,2022-11-26,332.5,0.0,0.0,332.5,Recurring
REV100433,CUST1004,SUB10014,2022-12-26,332.5,33.25,0.0,299.25,Recurring
REV100434,CUST1004,SUB10014,2023-01-26,332.5,0.0,0.0,332.5,Recurring
REV100435,CUST1004,SUB10014,2023-02-26,332.5,0.0,0.0,332.5,Recurring
REV100436,CUST1004,SUB10014,2023-03-26,332.5,0.0,0.0,332.5,Recurring
REV100437,CUST1004,SUB10014,2023-04-26,332.5,33.25,0.0,299.25,Recurring
REV100438,CUST1004,SUB10014,2023-05-26,332.5,0.0,0.0,332.5,Recurring
REV100439,CUST1004,SUB10014,2023-06-26,332.5,16.62,0.0,315.88,Recurring
REV100440,CUST1004,SUB10014,2023-07-26,332.5,0.0,0.0,332.5,Recurring
REV100441,CUST1004,SUB10014,2023-08-26,332.5,33.25,0.0,299.25,Recurring
REV100442,CUST1004,SUB10014,2023-09-26,332.5,0.0,0.0,332.5,Recurring
REV100443,CUST1004,SUB10014,2023-10-26,332.5,0.0,0.0,332.5,Recurring
REV100444,CUST1004,SUB10014,2023-11-26,332.5,0.0,0.0,332.5,Recurring
REV100445,CUST1004,SUB10014,2023-12-26,332.5,0.0,0.0,332.5,Recurring
REV100446,CUST1004,SUB10014,2024-01-26,332.5,0.0,0.0,332.5,Recurring
REV100447,CUST1004,SUB10014,2024-02-26,332.5,0.0,0.0,332.5,Recurring
REV100448,CUST1004,SUB10014,2024-03-26,332.5,33.25,0.0,299.25,Recurring
REV100449,CUST1004,SUB10014,2024-04-26,332.5,33.25,0.0,299.25,Recurring
REV100450,CUST1004,SUB10014,2024-05-26,332.5,16.62,0.0,315.88,Recurring
REV100451,CUST1004,SUB10014,2024-06-26,332.5,0.0,0.0,332.5,Recurring
REV100452,CUST1004,SUB10014,2024-07-26,332.5,0.0,0.0,332.5,Recurring
REV100453,CUST1004,SUB10014,2024-08-26,332.5,0.0,0.0,332.5,Recurring
REV100454,CUST1004,SUB10014,2024-09-26,332.5,0.0,0.0,332.5,Recurring
REV100455,CUST1004,SUB10014,2024-10-26,332.5,0.0,0.0,332.5,Recurring
REV100456,CUST1004,SUB10014,2024-11-26,332.5,0.0,0.0,332.5,Recurring
REV100457,CUST1004,SUB10014,2024-12-26,332.5,0.0,0.0,332.5,Recurring
REV100458,CUST1004,SUB10014,2025-01-26,332.5,0.0,0.0,332.5,Recurring
REV100459,CUST1004,SUB10014,2025-02-26,332.5,16.62,0.0,315.88,Recurring
REV100460,CUST1004,SUB10014,2025-03-26,332.5,16.62,0.0,315.88,Recurring
REV100461,CUST1004,SUB10014,2025-04-26,332.5,0.0,0.0,332.5,Recurring
REV100462,CUST1004,SUB10014,2025-05-26,332.5,16.62,0.0,315.88,Recurring
REV100463,CUST1004,SUB10014,2025-06-26,332.5,0.0,0.0,332.5,Recurring
REV100464,CUST1004,SUB10014,2025-07-26,332.5,0.0,0.0,332.5,Recurring
REV100465,CUST1004,SUB10014,2025-08-26,332.5,0.0,0.0,332.5,Recurring
REV100466,CUST1004,SUB10014,2025-09-26,332.5,33.25,0.0,299.25,Recurring
REV100467,CUST1004,SUB10014,2025-10-26,332.5,33.25,0.0,299.25,Recurring
REV100468,CUST1004,SUB10014,2025-11-26,332.5,0.0,0.0,332.5,Recurring
REV100469,CUST1004,SUB10014,2025-12-26,332.5,0.0,0.0,332.5,Recurring
REV100470,CUST1031,SUB10015,2021-09-13,332.5,0.0,0.0,332.5,New
REV100471,CUST1031,SUB10015,2021-10-13,332.5,0.0,0.0,332.5,Recurring
REV100472,CUST1031,SUB10015,2021-11-13,332.5,0.0,0.0,332.5,Recurring
REV100473,CUST1031,SUB10015,2021-12-13,332.5,16.62,0.0,315.88,Recurring
REV100474,CUST1031,SUB10015,2022-01-13,332.5,16.62,0.0,315.88,Recurring
REV100475,CUST1031,SUB10015,2022-02-13,332.5,0.0,0.0,332.5,Recurring
REV100476,CUST1031,SUB10015,2022-03-13,332.5,16.62,0.0,315.88,Recurring
REV100477,CUST1031,SUB10015,2022-04-13,332.5,33.25,0.0,299.25,Recurring
REV100478,CUST1031,SUB10015,2022-05-13,332.5,0.0,0.0,332.5,Recurring
REV100479,CUST1031,SUB10015,2022-06-13,332.5,0.0,0.0,332.5,Recurring
REV100480,CUST1031,SUB10015,2022-07-13,332.5,0.0,0.0,332.5,Recurring
REV100481,CUST1031,SUB10015,2022-08-13,332.5,0.0,0.0,332.5,Recurring
REV100482,CUST1031,SUB10015,2022-09-13,332.5,0.0,0.0,332.5,Recurring
REV100483,CUST1031,SUB10015,2022-10-13,332.5,0.0,0.0,332.5,Recurring
REV100484,CUST1031,SUB10015,2022-11-13,332.5,16.62,0.0,315.88,Recurring
REV100485,CUST1031,SUB10015,2022-12-13,332.5,16.62,0.0,315.88,Recurring
REV100486,CUST1031,SUB10015,2023-01-13,332.5,0.0,0.0,332.5,Recurring
REV100487,CUST1031,SUB10015,2023-02-13,332.5,0.0,0.0,332.5,Recurring
REV100488,CUST1031,SUB10015,2023-03-13,332.5,16.62,0.0,315.88,Recurring
REV100489,CUST1031,SUB10015,2023-04-13,332.5,0.0,0.0,332.5,Recurring
REV100490,CUST1031,SUB10015,2023-05-13,332.5,16.62,0.0,315.88,Recurring
REV100491,CUST1031,SUB10015,2023-06-13,332.5,0.0,0.0,332.5,Recurring
REV100492,CUST1031,SUB10015,2023-07-13,332.5,0.0,0.0,332.5,Recurring
REV100493,CUST1031,SUB10015,2023-08-13,332.5,16.62,0.0,315.88,Recurring
REV100494,CUST1031,SUB10015,2023-09-13,332.5,0.0,0.0,332.5,Recurring
REV100495,CUST1031,SUB10015,2023-10-13,332.5,0.0,0.0,332.5,Recurring
REV100496,CUST1031,SUB10015,2023-11-13,332.5,33.25,0.0,299.25,Recurring
REV100497,CUST1031,SUB10015,2023-12-13,332.5,0.0,0.0,332.5,Recurring
REV100498,CUST1031,SUB10015,2024-01-13,332.5,0.0,0.0,332.5,Recurring
REV100499,CUST1031,SUB10015,2024-02-13,332.5,0.0,0.0,332.5,Recurring
REV100500,CUST1031,SUB10015,2024-03-13,332.5,33.25,0.0,299.25,Recurring
REV100501,CUST1031,SUB10015,2024-04-13,332.5,0.0,0.0,332.5,Recurring
REV100502,CUST1031,SUB10015,2024-05-13,332.5,0.0,0.0,332.5,Recurring
REV100503,CUST1031,SUB10015,2024-06-13,332.5,0.0,0.0,332.5,Recurring
REV100504,CUST1031,SUB10015,2024-07-13,332.5,16.62,0.0,315.88,Recurring
REV100505,CUST1031,SUB10015,2024-08-13,332.5,33.25,0.0,299.25,Recurring
REV100506,CUST1031,SUB10015,2024-09-13,332.5,0.0,0.0,332.5,Recurring
REV100507,CUST1031,SUB10015,2024-10-13,332.5,0.0,0.0,332.5,Recurring
REV100508,CUST1031,SUB10015,2024-11-13,332.5,0.0,0.0,332.5,Recurring
REV100509,CUST1031,SUB10015,2024-12-13,332.5,16.62,0.0,315.88,Recurring
REV100510,CUST1031,SUB10015,2025-01-13,332.5,0.0,0.0,332.5,Recurring
REV100511,CUST1031,SUB10015,2025-02-13,332.5,16.62,0.0,315.88,Recurring
REV100512,CUST1031,SUB10015,2025-03-13,332.5,16.62,0.0,315.88,Recurring
REV100513,CUST1031,SUB10015,2025-04-13,332.5,0.0,0.0,332.5,Recurring
REV100514,CUST1031,SUB10015,2025-05-13,332.5,0.0,0.0,332.5,Recurring
REV100515,CUST1031,SUB10015,2025-06-13,332.5,0.0,0.0,332.5,Recurring
REV100516,CUST1031,SUB10015,2025-07-13,332.5,0.0,0.0,332.5,Recurring
REV100517,CUST1031,SUB10015,2025-08-13,332.5,0.0,0.0,332.5,Recurring
REV100518,CUST1031,SUB10015,2025-09-13,332.5,33.25,0.0,299.25,Recurring
REV100519,CUST1031,SUB10015,2025-10-13,332.5,0.0,0.0,332.5,Recurring
REV100520,CUST1031,SUB10015,2025-11-13,332.5,0.0,0.0,332.5,Recurring
REV100521,CUST1031,SUB10015,2025-12-13,332.5,0.0,0.0,332.5,Recurring
REV100522,CUST1059,SUB10016,2021-09-29,149.0,14.9,0.0,134.1,New
REV100523,CUST1059,SUB10016,2021-10-29,149.0,14.9,0.0,134.1,Recurring
REV100524,CUST1059,SUB10016,2021-11-29,149.0,0.0,0.0,149.0,Recurring
REV100525,CUST1059,SUB10016,2021-12-29,149.0,7.45,0.0,141.55,Recurring
REV100526,CUST1059,SUB10016,2022-01-29,149.0,7.45,0.0,141.55,Recurring
REV100527,CUST1059,SUB10016,2022-02-28,149.0,7.45,0.0,141.55,Recurring
REV100528,CUST1059,SUB10016,2022-03-28,149.0,0.0,0.0,149.0,Recurring
REV100529,CUST1059,SUB10016,2022-04-28,149.0,0.0,0.0,149.0,Recurring
REV100530,CUST1059,SUB10016,2022-05-28,149.0,7.45,0.0,141.55,Recurring
REV100531,CUST1059,SUB10016,2022-06-28,149.0,14.9,0.0,134.1,Recurring
REV100532,CUST1059,SUB10016,2022-07-28,149.0,14.9,0.0,134.1,Recurring
REV100533,CUST1059,SUB10016,2022-08-28,149.0,0.0,0.0,149.0,Recurring
REV100534,CUST1059,SUB10016,2022-09-28,149.0,0.0,0.0,149.0,Recurring
REV100535,CUST1059,SUB10016,2022-10-28,149.0,0.0,0.0,149.0,Recurring
REV100536,CUST1059,SUB10016,2022-11-28,149.0,14.9,0.0,134.1,Recurring
REV100537,CUST1059,SUB10016,2022-12-28,149.0,0.0,0.0,149.0,Recurring
REV100538,CUST1059,SUB10016,2023-01-28,149.0,0.0,0.0,149.0,Recurring
REV100539,CUST1059,SUB10016,2023-02-28,149.0,14.9,0.0,134.1,Recurring
REV100540,CUST1059,SUB10016,2023-03-28,149.0,0.0,0.0,149.0,Recurring
REV100541,CUST1059,SUB10016,2023-04-28,149.0,14.9,0.0,134.1,Recurring
REV100542,CUST1059,SUB10016,2023-05-28,149.0,0.0,0.0,149.0,Recurring
REV100543,CUST1059,SUB10016,2023-06-28,149.0,0.0,0.0,149.0,Recurring
REV100544,CUST1059,SUB10016,2023-07-28,149.0,0.0,0.0,149.0,Recurring
REV100545,CUST1059,SUB10016,2023-08-28,149.0,14.9,0.0,134.1,Recurring
REV100546,CUST1059,SUB10016,2023-09-28,149.0,14.9,0.0,134.1,Recurring
REV100547,CUST1059,SUB10016,2023-10-28,149.0,14.9,0.0,134.1,Recurring
REV100548,CUST1059,SUB10016,2023-11-28,149.0,14.9,0.0,134.1,Recurring
REV100549,CUST1059,SUB10016,2023-12-28,149.0,0.0,0.0,149.0,Recurring
REV100550,CUST1059,SUB10016,2024-01-28,149.0,14.9,0.0,134.1,Recurring
REV100551,CUST1059,SUB10016,2024-02-28,149.0,0.0,0.0,149.0,Recurring
REV100552,CUST1059,SUB10016,2024-03-28,149.0,7.45,0.0,141.55,Recurring
REV100553,CUST1059,SUB10016,2024-04-28,149.0,0.0,0.0,149.0,Recurring
REV100554,CUST1059,SUB10016,2024-05-28,149.0,14.9,0.0,134.1,Recurring
REV100555,CUST1059,SUB10016,2024-06-28,149.0,0.0,0.0,149.0,Recurring
REV100556,CUST1059,SUB10016,2024-07-28,149.0,7.45,0.0,141.55,Recurring
REV100557,CUST1059,SUB10016,2024-08-28,149.0,0.0,0.0,149.0,Recurring
REV100558,CUST1059,SUB10016,2024-09-28,149.0,0.0,0.0,149.0,Recurring
REV100559,CUST1059,SUB10016,2024-10-28,149.0,7.45,0.0,141.55,Recurring
REV100560,CUST1059,SUB10016,2024-11-28,149.0,0.0,0.0,149.0,Recurring
REV100561,CUST1059,SUB10016,2024-12-28,149.0,0.0,0.0,149.0,Recurring
REV100562,CUST1059,SUB10016,2025-01-28,149.0,0.0,0.0,149.0,Recurring
REV100563,CUST1059,SUB10016,2025-02-28,149.0,0.0,0.0,149.0,Recurring
REV100564,CUST1059,SUB10016,2025-03-28,149.0,0.0,0.0,149.0,Recurring
REV100565,CUST1059,SUB10016,2025-04-28,149.0,14.9,0.0,134.1,Recurring
REV100566,CUST1059,SUB10016,2025-05-28,149.0,0.0,0.0,149.0,Recurring
REV100567,CUST1059,SUB10016,2025-06-28,149.0,0.0,0.0,149.0,Recurring
REV100568,CUST1059,SUB10016,2025-07-28,149.0,0.0,0.0,149.0,Recurring
REV100569,CUST1059,SUB10016,2025-08-28,149.0,0.0,0.0,149.0,Recurring
REV100570,CUST1059,SUB10016,2025-09-28,149.0,7.45,0.0,141.55,Recurring
REV100571,CUST1059,SUB10016,2025-10-28,149.0,7.45,0.0,141.55,Recurring
REV100572,CUST1059,SUB10016,2025-11-28,149.0,0.0,0.0,149.0,Recurring
REV100573,CUST1059,SUB10016,2025-12-28,149.0,14.9,0.0,134.1,Recurring
REV100574,CUST1019,SUB10017,2021-11-20,49.0,0.0,0.0,49.0,New
REV100575,CUST1019,SUB10017,2021-12-20,49.0,2.45,0.0,46.55,Recurring
REV100576,CUST1019,SUB10017,2022-01-20,49.0,2.45,0.0,46.55,Recurring
REV100577,CUST1019,SUB10017,2022-02-20,49.0,0.0,0.0,49.0,Recurring
REV100578,CUST1019,SUB10017,2022-03-20,49.0,0.0,0.0,49.0,Recurring
REV100579,CUST1019,SUB10017,2022-04-20,49.0,4.9,0.0,44.1,Recurring
REV100580,CUST1019,SUB10017,2022-05-20,49.0,0.0,0.0,49.0,Recurring
REV100581,CUST1019,SUB10017,2022-06-20,49.0,0.0,0.0,49.0,Recurring
REV100582,CUST1019,SUB10017,2022-07-20,49.0,0.0,0.0,49.0,Recurring
REV100583,CUST1019,SUB10017,2022-08-20,49.0,2.45,0.0,46.55,Recurring
REV100584,CUST1019,SUB10017,2022-09-20,49.0,0.0,0.0,49.0,Recurring
REV100585,CUST1019,SUB10017,2022-10-20,49.0,2.45,0.0,46.55,Recurring
REV100586,CUST1019,SUB10017,2022-11-20,49.0,0.0,0.0,49.0,Recurring
REV100587,CUST1037,SUB10018,2021-10-23,999.0,49.95,0.0,949.05,New
REV100588,CUST1037,SUB10018,2021-11-23,999.0,49.95,0.0,949.05,Recurring
REV100589,CUST1037,SUB10018,2021-12-23,999.0,99.9,0.0,899.1,Recurring
REV100590,CUST1037,SUB10018,2022-01-23,999.0,99.9,0.0,899.1,Recurring
REV100591,CUST1037,SUB10018,2022-02-23,999.0,49.95,0.0,949.05,Recurring
REV100592,CUST1037,SUB10018,2022-03-23,999.0,99.9,0.0,899.1,Recurring
REV100593,CUST1037,SUB10018,2022-04-23,999.0,99.9,0.0,899.1,Recurring
REV100594,CUST1037,SUB10018,2022-05-23,999.0,0.0,0.0,999.0,Recurring
REV100595,CUST1037,SUB10018,2022-06-23,999.0,0.0,0.0,999.0,Recurring
REV100596,CUST1037,SUB10018,2022-07-23,999.0,0.0,0.0,999.0,Recurring
REV100597,CUST1037,SUB10018,2022-08-23,999.0,0.0,0.0,999.0,Recurring
REV100598,CUST1037,SUB10018,2022-09-23,999.0,0.0,0.0,999.0,Recurring
REV100599,CUST1037,SUB10018,2022-10-23,999.0,49.95,0.0,949.05,Recurring
REV100600,CUST1037,SUB10018,2022-11-23,999.0,0.0,0.0,999.0,Recurring
REV100601,CUST1037,SUB10018,2022-12-23,999.0,0.0,0.0,999.0,Recurring
REV100602,CUST1037,SUB10018,2023-01-23,999.0,99.9,0.0,899.1,Recurring
REV100603,CUST1037,SUB10018,2023-02-23,999.0,99.9,0.0,899.1,Recurring
REV100604,CUST1037,SUB10018,2023-03-23,999.0,0.0,0.0,999.0,Recurring
REV100605,CUST1037,SUB10018,2023-04-23,999.0,99.9,0.0,899.1,Recurring
REV100606,CUST1037,SUB10018,2023-05-23,999.0,49.95,0.0,949.05,Recurring
REV100607,CUST1037,SUB10018,2023-06-23,999.0,0.0,0.0,999.0,Recurring
REV100608,CUST1037,SUB10018,2023-07-23,999.0,99.9,0.0,899.1,Recurring
REV100609,CUST1037,SUB10018,2023-08-23,999.0,99.9,0.0,899.1,Recurring
REV100610,CUST1037,SUB10018,2023-09-23,999.0,99.9,0.0,899.1,Recurring
REV100611,CUST1037,SUB10018,2023-10-23,999.0,0.0,0.0,999.0,Recurring
REV100612,CUST1037,SUB10018,2023-11-23,999.0,0.0,0.0,999.0,Recurring
REV100613,CUST1037,SUB10018,2023-12-23,999.0,99.9,0.0,899.1,Recurring
REV100614,CUST1037,SUB10018,2024-01-23,999.0,0.0,0.0,999.0,Recurring
REV100615,CUST1037,SUB10018,2024-02-23,999.0,0.0,0.0,999.0,Recurring
REV100616,CUST1037,SUB10018,2024-03-23,999.0,99.9,0.0,899.1,Recurring
REV100617,CUST1037,SUB10018,2024-04-23,999.0,0.0,0.0,999.0,Recurring
REV100618,CUST1037,SUB10018,2024-05-23,999.0,0.0,0.0,999.0,Recurring
REV100619,CUST1037,SUB10018,2024-06-23,999.0,99.9,0.0,899.1,Recurring
